dateTime,dos1rate,peak_std,Lm_OPQ,MLT_OPQ,lat,lon,alt,Dist_In_Track,Lag_In_Track,Dist_Total,Loss_Cone_Type,flag,AE,time_cc,space_cc,time_spatial_A,time_spatial_B,peak_width_A,peak_width_B
2014-12-19 11:45:30.500000,290.002,2.8401989758158117,6.667889999999999,10.7136,62.7607,-35.69300000000001,662.26,461.176,61.2438,461.422,0.0,4.0,51.0,0.09486783934206727,0.8703882487716177,2014-12-19 11:44:29.256200,2014-12-19 11:45:30.500000,,0.6187489583333333
2014-12-19 18:17:11.099999,340.0019999999999,14.832430684146145,7.2484199999999985,7.9818,63.5059,-134.134,663.7389999999998,463.721,61.5946,463.972,1.0,0.0,405.0,0.2884737242447917,0.892240898568602,2014-12-19 18:16:09.505399,2014-12-19 18:17:11.099999,,0.5533329777801481
2014-12-19 18:17:12.300000,340.0019999999999,11.704742628524555,7.279719999999998,7.97519,63.5759,-134.189,663.824,463.718,61.5946,463.968,1.0,0.0,405.0,0.09001246862066066,0.8956322828611353,2014-12-19 18:16:10.705400,2014-12-19 18:17:12.300000,,0.4868897845803909
2014-12-19 21:33:52.899999,640.003,14.35273493101576,6.9721,7.4565899999999985,70.3503,170.045,670.69,464.995,61.7903,465.247,1.0,20.0,99.0,0.5361306800121671,0.8410112885266241,2014-12-19 21:33:52.899999,2014-12-19 21:34:54.690299,0.5654422742174978,0.957142816326764
2015-03-26 07:31:44.500000,170.00099999999995,1.4552094701964384,7.088310000000001,10.3977,69.2889,21.2179,632.797,243.682,32.2168,243.716,1.0,0.0,201.0,0.2613253155072939,0.8880046582678353,2015-03-26 07:31:12.283200,2015-03-26 07:31:44.500000,0.05719204011371444,0.6208181250000001
2015-03-26 09:20:42.600000,280.002,4.724573055972843,10.4574,21.9979,66.8206,-145.679,660.1519999999998,242.736,32.2198,242.77,-1.0,0.0,43.0,0.07731680198284871,0.8094476303025153,2015-03-26 09:20:10.380200,2015-03-26 09:20:42.600000,0.07500012499937495,0.4038651185066346
2015-03-29 06:40:40.600000,280.002,15.297091226765964,7.1155,10.314,-59.1821,68.8704,664.064,226.152,30.03,226.187,0.0,0.0,330.0,-4.735507103406928e-06,0.8422753328116591,2015-03-29 06:40:10.570000,2015-03-29 06:40:40.600000,0.062499999999999466,0.8674999125004377
2015-03-29 07:14:50.100000,250.001,2.078816075444532,6.0784,10.3433,67.5979,27.2824,636.625,227.004,30.0256,227.032,1.0,16.0,285.0,0.07190860166536478,0.8214506651269488,2015-03-29 07:14:50.100000,2015-03-29 07:15:20.125600,0.4583326506954098,0.29996589154268005
2015-03-29 07:16:14.000000,90.0005,1.8074016955012355,7.82445,10.3587,70.6577,23.3151,639.419,226.938,30.0308,226.965,0.0,0.0,272.0,0.5170191005152585,0.8641778650593219,2015-03-29 07:15:43.969200,2015-03-29 07:16:14.000000,0.7,0.7000214999230004
2015-03-29 12:53:06.900000,180.00099999999995,3.1666745370273923,5.89808,22.0257,-50.6137,132.625,706.052,223.946,29.9275,223.98,1.0,4.0,281.0,0.03591940123431673,0.8908312360951797,2015-03-29 12:52:36.972500,2015-03-29 12:53:06.900000,0.099969518593658,0.6423418483448164
2015-03-29 13:44:06.000000,130.001,4.060828305687808,7.80175,9.53325,60.5228,-64.5874,631.5459999999998,225.667,29.8322,225.693,0.0,16.0,243.0,0.3173256056956761,0.8919662054711742,2015-03-29 13:44:06.000000,2015-03-29 13:44:35.832200,0.4933330666693333,0.1
2015-03-29 20:18:16.899999,440.002,3.358764392183305,7.030869999999998,7.47831,68.9418,-170.041,639.066,223.955,29.6355,223.981,1.0,0.0,254.0,0.19912517401252375,0.8587221111139496,2015-03-29 20:17:47.264499,2015-03-29 20:18:16.899999,,0.7545454820932466
2015-03-29 21:06:26.399999,330.0019999999999,14.7309538048288,4.65531,19.8471,-67.089,-0.118129,702.4630000000002,222.067,29.6492,222.101,0.0,16.0,115.0,0.11465743207244837,0.8738733342221622,2015-03-29 21:06:26.399999,2015-03-29 21:06:56.049199,0.67330806136409,
2015-03-30 01:12:06.900000,130.001,2.4961634704111098,6.32693,8.637039999999999,70.2236,114.926,640.514,222.773,29.4846,222.799,1.0,0.0,85.0,0.20826067033475407,0.9010890141389308,2015-03-30 01:11:37.415400,2015-03-30 01:12:06.900000,,0.5799930468620087
2015-03-30 11:42:57.899999,230.001,4.587325903116134,5.59888,22.248,-51.9389,149.68,704.488,217.971,29.1211,218.003,1.0,4.0,43.0,0.01531094355217645,0.8192172453946701,2015-03-30 11:42:28.778899,2015-03-30 11:42:57.899999,,0.634086234527073
2015-04-03 23:36:12.300000,100.001,2.5298379394755703,8.06011,12.741,-63.271,177.507,656.015,195.39,25.9139,195.414,1.0,0.0,262.0,0.3496027904770828,0.8080445073461068,2015-04-03 23:35:46.386100,2015-04-03 23:36:12.300000,0.5000009999999999,0.6599992000039601
2015-04-04 01:15:02.500000,870.005,3.645193586020037,9.57872,12.2208,-59.6727,150.52700000000004,652.261,195.112,25.8656,195.136,1.0,0.0,175.0,0.001416269618234652,0.8560907679230118,2015-04-04 01:14:36.634400,2015-04-04 01:15:02.500000,0.1999986111203699,0.9391137332295202
2015-04-04 01:15:29.300000,550.003,4.898503178863825,7.713610000000001,11.9673,-56.5453,148.834,649.229,195.143,25.865,195.167,1.0,0.0,175.0,0.08523106293818469,0.9167314621196988,2015-04-04 01:15:29.300000,2015-04-04 01:15:55.165000,0.588310910297218,
2015-04-04 13:12:25.199999,550.003,12.721007912382868,6.946789999999999,9.76437,60.13800000000001,-56.5038,642.943,193.557,25.6322,193.573,0.0,0.0,268.0,0.2882681024791893,0.8407195897003465,2015-04-04 13:11:59.567799,2015-04-04 13:12:25.199999,,0.4238711505092948
2015-04-04 15:03:07.200000,380.002,14.07128281287815,6.685060000000001,23.2545,70.0466,132.244,679.065,192.76,25.6526,192.778,1.0,0.0,178.0,0.4250775019166922,0.8066993255712139,2015-04-04 15:02:41.547400,2015-04-04 15:03:07.200000,,0.5714280196572844
2015-04-04 18:55:59.500000,400.002,3.300018469346678,6.13741,19.8429,-64.77,34.4733,690.828,190.689,25.4194,190.715,0.0,0.0,84.0,0.22631486248216026,0.8289739605926558,2015-04-04 18:55:59.500000,2015-04-04 18:56:24.919400,0.5162217211877018,
2015-04-06 19:13:45.200000,190.001,1.3632599822568716,6.34783,0.506289,68.2757,67.4976,684.466,180.854,24.0876,180.86900000000003,1.0,0.0,47.0,0.35325352422869505,0.8996664009650961,2015-04-06 19:13:21.112400,2015-04-06 19:13:45.200000,0.09999950000499994,0.6222275308902606
2015-04-07 06:28:01.700000,150.001,2.4961634704111098,7.44723,10.1949,70.5306,35.4501,658.6410000000002,178.565,23.6948,178.579,1.0,0.0,22.0,0.5501091774159061,0.8405551586627156,2015-04-07 06:27:38.005200,2015-04-07 06:28:01.700000,0.07499987500062498,0.5679163961826582
2015-04-07 06:28:06.099999,190.001,4.0000059999960005,7.58865,10.1941,70.7757,35.092,658.928,178.562,23.6951,178.576,0.0,0.0,22.0,0.3648680468500957,0.8967376044024006,2015-04-07 06:27:42.404899,2015-04-07 06:28:06.099999,0.20000000000000065,0.5520778558102346
2015-04-08 14:29:33.299999,150.001,3.3166398658883662,2.18225,10.7568,-55.0406,-50.3777,639.87,170.61700000000005,22.5851,170.63299999999995,1.0,0.0,53.0,0.06116232253117409,0.9630285232410704,2015-04-08 14:29:33.299999,2015-04-08 14:29:55.885099,0.3310605632464002,
2015-04-09 07:35:10.000000,440.002,13.527786219481735,6.27751,22.1806,59.1981,-124.771,692.715,166.988,22.2692,167.005,1.0,16.0,157.0,0.3249850730631994,0.8286286573781817,2015-04-09 07:35:10.000000,2015-04-09 07:35:32.269200,0.5519230816298183,
2015-04-09 09:11:59.799999,240.001,2.8284357671493097,6.80525,22.0415,63.9267,-145.974,691.0939999999998,166.695,22.2249,166.71099999999996,1.0,0.0,135.0,0.5304664141828787,0.8932541914708103,2015-04-09 09:11:37.575099,2015-04-09 09:11:59.799999,0.7333327777831482,0.4797211188811189
